'state_territory','county_name','county_web_link','founded','named_for','seat','largest_city','total_population','density','congressional_district'
'california','mono_county','http://www.monocounty.ca.gov','1861','mono lake which is derived from monachi a yokutsan name for native peoples of the sierra nevada','nan','mammoth lakes (population and area)','13195','4.2/sqmi (1.6/km2)','nan'
'california','monterey_county','http://www.co.monterey.ca.us','nan','monterey bay','nan','salinas','439035','134/sqmi (52/km2)','nan'
'california','napa_county','http://www.countyofnapa.org','february 18 1850[1]','the city of napa','nan','napa','138019','185/sqmi (71/km2)','nan'
'california','nevada_county','http://www.mynevadacounty.com','nan','nan','nan','nan','nan','nan','nan'
'california','orange_county','http://ocgov.com','nan','the orange named so the county would sound like a semi-tropical mediterranean region to people from the east coast[1]','nan','anaheim','3186989','3989/sqmi (1540/km2)','nan'
'california','placer_county','http://www.placer.ca.gov','nan','placer mining a reference to the area being a center of the california gold rush','nan','roseville','404739','270/sqmi (100/km2)','nan'
'california','plumas_county','http://www.countyofplumas.com','nan','spanish words for the feather river (río de las plumas)','nan','nan','19790','7.6/sqmi (2.9/km2)','nan'
'california','riverside_county','http://www.countyofriverside.us/','nan',"the city of riverside and the city's location beside the santa ana river",'nan','nan','2418185','336/sqmi (130/km2)','nan'
'california','sacramento_county','http://www.saccounty.net','nan','nan','nan','nan','nan','nan','nan'
'california','san_benito_county','http://www.cosb.us','nan','san benito river','nan','hollister','64209','46/sqmi (18/km2)','nan'
'california','san_bernardino_county','http://www.sbcounty.gov','nan','san bernardino named for san bernardino de sena estancia named in turn for saint bernardino of siena','nan','nan','2181654[3]','109/sqmi (42/km2)','nan'
'california','san_diego_county','http://www.sandiegocounty.gov','nan','san diego de alcalá','nan','san diego','3298634','837/sqmi (323/km2)','nan'
'california','the_city_and_county_of_san_francisco','https://sf.gov','nan','st. francis of assisi','nan','nan','nan','18634.65/sqmi (7194.31/km2)','nan'
'california','san_joaquin_county','http://www.sjgov.org','nan','san joaquin river which was named for st. joachim','nan','stockton','779233','550/sqmi (210/km2)','nan'
'california','san_luis_obispo_county','nan','nan','saint louis bishop of toulouse','nan','nan','282424','86/sqmi (33/km2)','nan'
'california','san_mateo_county','http://www.smcgov.org','nan','nan','nan','nan','nan','nan','nan'
'california','santa_barbara_county','http://www.countyofsb.org','nan','the city of santa barbara which was named for saint barbara','nan','santa maria (population)santa barbara (area)','448229','163/sqmi (63/km2)','nan'
'california','santa_clara_county','http://www.sccgov.org','nan','mission santa clara de asís st. clare of assisi','nan','san jose','1936259','1500/sqmi (570/km2)','nan'
'california','santa_cruz_county','http://www.co.santa-cruz.ca.us','nan','mission santa cruz and the city of santa cruz both named after the exaltation of the cross','nan','santa cruz','270861','609/sqmi (235/km2)','nan'
'california','shasta_county','http://www.co.shasta.ca.us','nan','mount shasta[note 1] which was named after the shasta people','nan','redding','182155','47/sqmi (18/km2)','nan'
'california','sierra_county','http://www.sierracounty.ca.gov','nan','sierra nevada','nan','loyalton','3236','3.4/sqmi (1.3/km2)','nan'
'california','siskiyou_county','http://www.co.siskiyou.ca.us','nan','the siskiyou trail','nan','yreka','44076','6.9/sqmi (2.7/km2)','nan'
'california','solano_county','http://www.solanocounty.com','nan','chief solano of the suisun people','nan','vallejo (population)fairfield (area)','453491','552/sqmi (213/km2)','nan'
'california','sonoma_county','https://sonomacounty.ca.gov','nan','the city of sonoma','nan','nan','488863','280/sqmi (110/km2)','nan'
'california','stanislaus_county','http://www.stancounty.com','nan','estanislao','nan','nan','552878','360/sqmi (140/km2)','nan'
'california','sutter_county','http://www.co.sutter.ca.us','nan','john augustus sutter','nan','yuba city','99633','160/sqmi (63/km2)','nan'
'california','tehama_county','http://www.co.tehama.ca.us','nan','nan','nan','red bluff','65829','22/sqmi (8.6/km2)','nan'
'california','trinity_county','http://www.trinitycounty.org','nan','trinity river','nan','nan','16112','5.0/sqmi (1.9/km2)','nan'
'california','tulare_county','http://tularecounty.ca.gov','nan','tulare lake which is named for the tule rush that lined its shores','nan','visalia','473117','98/sqmi (38/km2)','nan'
'california','tuolumne_county','http://www.co.tuolumne.ca.us','nan','nan','nan','sonora','55620','24/sqmi (9.4/km2)','nan'
'california','ventura_county','http://www.countyofventura.org','nan','nan','nan','nan','nan','nan','nan'
'california','yolo_county','http://www.yolocounty.org','nan','nan','nan','davis (population)west sacramento (area)','216403','210/sqmi (82/km2)','nan'
'california','yuba_county','http://www.co.yuba.ca.us','nan','yuba river','nan','nan','81575','130/sqmi (49/km2)','nan'
'colorado','adams_county','http://www.adcogov.org','april 15 1901','alva adams[2]','brighton','thornton','519572[1]','445/sqmi (172/km2)','nan'
'colorado','alamosa_county','https://alamosacounty.colorado.gov/','march 8 1913','spanish language word for a grove of cottonwood trees','alamosa','alamosa','16376[1]','23/sqmi (9/km2)','3rd'
'colorado','arapahoe_county','http://www.arapahoegov.com/','november 1 1861','the arapaho nation[2]','littleton','aurora','655070[1]','821/sqmi (317/km2)','nan'
'colorado','archuleta_county','http://www.archuletacounty.org','april 14 1885','antonio d. archuleta','pagosa springs','nan','13359[1]','9.9/sqmi (3.8/km2)','3rd'
'colorado','baca_county','http://bacacountyco.gov','april 16 1889','felipe baca','springfield','nan','3506[1]','1.4/sqmi (0.5/km2)','4th'
'colorado','bent_county','http://www.bentcounty.net','february 6 1874','william bent','las animas','las animas','1541sqmi (3990km2)','3.7/sqmi (1.4/km2)','4th'
'colorado','boulder_county','http://www.bouldercounty.org','november 1 1861','large granite boulders in area','boulder','boulder','740sqmi (1900km2)','460/sqmi (176/km2)','nan'
'colorado','the_city_and_county_of_broomfield','http://www.broomfield.org','nan','the broomcorn once grown in the area.','nan','nan','74112','2248/sqmi (868/km2)','nan'
'colorado','chaffee_county','nan','nan','jerome b. chaffee','nan','salida','1015sqmi (2630km2)','19/sqmi (7/km2)','nan'
'colorado','cheyenne_county','http://www.co.cheyenne.co.us','march 25 1889','the cheyenne nation','cheyenne wells','nan','1781sqmi (4610km2)','1.0/sqmi (0.4/km2)','4th'
'colorado','clear_creek_county','http://www.clearcreekcounty.us','november 1 1861','clear creek','georgetown','idaho springs','396sqmi (1030km2)','24/sqmi (9/km2)','2nd'
'colorado','conejos_county','http://www.conejoscounty.org','november 1 1861','conejos river','conejos','nan','1291sqmi (3340km2)','5.8/sqmi (2.2/km2)','3rd'
'colorado','costilla_county','http://costillacounty.colorado.gov','november 1 1861','nan','san luis','nan','1230sqmi (3200km2)','2.9/sqmi (1.1/km2)','3rd'
'colorado','crowley_county','http://crowleycounty.colorado.gov','may 29 1911','john h. crowley','ordway','nan','800sqmi (2000km2)','7.5/sqmi (2.9/km2)','4th'
'colorado','custer_county','http://custercountygov.com','march 9 1877','george armstrong custer','westcliffe','nan','740sqmi (1900km2)','6.4/sqmi (2.5/km2)','3rd'
'colorado','delta_county','http://www.deltacounty.com','february 11 1883','city of delta colorado','delta','delta','1149sqmi (2980km2)','27/sqmi (10/km2)','3rd'
'colorado','the_city_and_county_of_denver','https://www.denvergov.org/','nan','james w. denver','nan','nan','715522','4674/sqmi (1805/km2)','nan'
'colorado','dolores_county','http://dolocnty.colorado.gov','february 19 1881','dolores river','dove creek','nan','1068sqmi (2770km2)','2.2/sqmi (0.8/km2)','3rd'
'colorado','douglas_county','http://www.douglas.co.us','november 1 1861','stephen a. douglas','castle rock','nan','843sqmi (2180km2)','426/sqmi (164/km2)','nan'
'colorado','eagle_county','http://www.eaglecounty.us','february 11 1883','eagle river','eagle','nan','1692sqmi (4380km2)','33/sqmi (13/km2)','nan'
'colorado','elbert_county','http://www.elbertcounty-co.gov','february 2 1874','samuel hitt elbert','kiowa','nan','1851sqmi (4790km2)','12/sqmi (5/km2)','4th'
'colorado','el_paso_county','http://www.elpasoco.com','november 1 1861','spanish name for the pass','colorado springs','colorado springs','730395 ','343/sqmi (132/km2)','5th'
'colorado','fremont_county','http://www.fremontco.com','november 1 1861','john c. frémont','cañon city','cañon city','1534sqmi (3970km2)','32/sqmi (12/km2)','5th'
'colorado','garfield_county','http://www.garfield-county.com','february 10 1883','james a. garfield','glenwood springs','rifle','2956sqmi (7660km2)','21/sqmi (8/km2)','3rd'
'colorado','gilpin_county','http://www.co.gilpin.co.us','november 1 1861','william gilpin','central city','central city','150sqmi (400km2)','39/sqmi (15/km2)','2nd'
'colorado','grand_county','http://co.grand.co.us','february 2 1874','grand lake and grand river','hot sulphur springs','nan','1870sqmi (4800km2)','8.5/sqmi (3.3/km2)','2nd'
'colorado','gunnison_county','http://www.gunnisoncounty.org','march 9 1877','john w. gunnison','gunnison','gunnison','3260sqmi (8400km2)','5.2/sqmi (2.0/km2)','3rd'
'colorado','hinsdale_county','http://hinsdalecounty.colorado.gov','february 10 1874','george a. hinsdale','lake city','nan','1123sqmi (2910km2)','0.7/sqmi (0.3/km2)','3rd'
'colorado','huerfano_county','nan','nan','huerfano butte','nan','walsenburg','1593sqmi (4130km2)','4.2/sqmi (1.6/km2)','nan'
'colorado','jackson_county','http://jacksoncountycogov.com/','may 5 1909','andrew jackson','walden','nan','1621sqmi (4200km2)','0.9/sqmi (0.3/km2)','3rd'
'colorado','jefferson_county','http://www.jeffco.us','november 1 1861','thomas jefferson','golden','lakewood','774sqmi (2000km2)','763/sqmi (295/km2)','nan'
'colorado','kiowa_county','http://www.kiowacounty-colorado.com','april 11 1889','kiowa nation','eads','nan','1786sqmi (4630km2)','0.8/sqmi (0.3/km2)','4th'
'colorado','kit_carson_county','http://kitcarsoncounty.colorado.gov','april 11 1889','kit carson','burlington','burlington','2162sqmi (5600km2)','3.3/sqmi (1.3/km2)','4th'
'colorado','lake_county','http://www.lakecountyco.com','november 1 1861','twin lakes in the area','leadville','leadville','384sqmi (990km2)','20/sqmi (8/km2)','3rd'
'colorado','la_plata_county','http://co.laplata.co.us','february 10 1874','spanish for "the silver"','durango','durango','55638','33/sqmi (13/km2)','3rd'
'colorado','larimer_county','http://www.larimer.org/','november 1 1861','william larimer jr.','fort collins','fort collins','2634sqmi (6820km2)','138/sqmi (53/km2)','2nd'
'colorado','las_animas_county','https://lasanimascounty.colorado.gov/','february 9 1866','purgatoire river','trinidad','nan','14555','nan','nan'
'colorado','lincoln_county','http://lincolncounty.colorado.gov/','april 11 1889','abraham lincoln','hugo','nan','2586sqmi (6700km2)','2.2/sqmi (0.8/km2)','4th'
'colorado','logan_county','http://logancounty.colorado.gov/','february 25 1887','john a. logan','sterling','sterling','1845sqmi (4780km2)','12/sqmi (5/km2)','4th'
'colorado','mesa_county','http://www.mesacounty.us','february 14 1883','mesas in the area','grand junction','grand junction','3341sqmi (8650km2)','47/sqmi (18/km2)','3rd'
'colorado','mineral_county','http://mineralcounty.colorado.gov/','march 27 1893','nan','creede','nan','878sqmi (2270km2)','1.0/sqmi (0.4/km2)','3rd'
'colorado','moffat_county','http://moffatcounty.colorado.gov/','february 27 1911','david h. moffat','craig','craig','4751sqmi (12310km2)','2.8/sqmi (1.1/km2)','3rd'
'colorado','montezuma_county','https://montezumacounty.org','april 16 1889','moctezuma ii','cortez','cortez','2040sqmi (5300km2)','13/sqmi (5/km2)','3rd'
'colorado','montrose_county','http://www.montrosecounty.net','february 11 1883','city of montrose','montrose','montrose','2243sqmi (5810km2)','19/sqmi (7/km2)','3rd'
'colorado','morgan_county','http://morgancounty.colorado.gov/','february 19 1889','christopher a. morgan','fort morgan','fort morgan','1294sqmi (3350km2)','23/sqmi (9/km2)','4th'
'colorado','otero_county','https://oterocounty.colorado.gov','march 25 1889','miguel antonio otero','la junta','la junta','1270sqmi (3300km2)','15/sqmi (6/km2)','4th'
'colorado','ouray_county','http://www.ouraycountyco.gov','january 18 1877','chief ouray','ouray','ridgway','542sqmi (1400km2)','9.0/sqmi (3.5/km2)','3rd'
'colorado','park_county','http://www.parkco.us','november 1 1861','nan','fairplay','nan','2211sqmi (5730km2)','7.9/sqmi (3.1/km2)','nan'
'colorado','phillips_county','http://phillipscounty.colorado.gov/','march 27 1889','r.o. phillips','holyoke','holyoke','688sqmi (1780km2)','6.6/sqmi (2.5/km2)','4th'
'colorado','pitkin_county','http://www.pitkincounty.com/','february 23 1881','frederick walker pitkin','aspen','aspen','17358','18/sqmi (7/km2)','3rd'
'colorado','prowers_county','http://www.prowerscounty.net','april 11 1889','john w. prowers','lamar','lamar','1644sqmi (4260km2)','7.3/sqmi (2.8/km2)','4th'
'colorado','pueblo_county','http://county.pueblo.org/','november 1 1861','city of pueblo','pueblo','pueblo','2398sqmi (6210km2)','71/sqmi (27/km2)','3rd'
'colorado','rio_blanco_county','http://www.rbc.us','march 25 1889','white river','meeker','nan','3223sqmi (8350km2)','2.0/sqmi (0.8/km2)','3rd'
'colorado','rio_grande_county','http://www.riograndecounty.org','february 10 1874','rio grande','del norte','monte vista','912sqmi (2360km2)','13/sqmi (5/km2)','3rd'
'colorado','routt_county','http://www.co.routt.co.us/','january 29 1877','john long routt','steamboat springs','steamboat springs','2368sqmi (6130km2)','11/sqmi (4/km2)','3rd'
'colorado','saguache_county','http://saguachecounty.colorado.gov/','december 29 1866','nan','saguache','nan','3170sqmi (8200km2)','2.0/sqmi (0.8/km2)','3rd'
'colorado','san_juan_county','http://sanjuancounty.colorado.gov/','january 31 1876','saint john','silverton','nan','388sqmi (1000km2)','1.8/sqmi (0.7/km2)','3rd'
'colorado','san_miguel_county','https://www.sanmiguelcountyco.gov/','march 2 1883','san miguel river','telluride','nan','1289sqmi (3340km2)','6.3/sqmi (2.4/km2)','3rd'
